,INSCRICAO,ENDEREÇO IMOVEL,CONTRIBUINTE,CLASSIFICACAO,BENEFICIO,geocode_result
524,119048-2,AV  WASHINGTON LUIZ 627  VILA VELHA FORTALEZA - CE CEP:60347110,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '627', 'short_name': '627', 'types': ['street_number']}, {'long_name': 'Avenida Washington Luiz', 'short_name': 'Av. Washington Luiz', 'types': ['route']}, {'long_name': 'Vila Velha', 'short_name': 'Vila Velha', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60347-110', 'short_name': '60347-110', 'types': ['postal_code']}], 'formatted_address': 'Av. Washington Luiz, 627 - Vila Velha, Fortaleza - CE, 60347-110, Brazil', 'geometry': {'location': {'lat': -3.716304, 'lng': -38.594411}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -3.714955019708498, 'lng': -38.5930620197085}, 'southwest': {'lat': -3.717652980291502, 'lng': -38.5957599802915}}}, 'place_id': 'ChIJy3e8m0FKxwcRApXuM6oiai8', 'plus_code': {'compound_code': '7CM4+F6 Vila Velha, Fortaleza - State of Ceará, Brazil', 'global_code': '69837CM4+F6'}, 'types': ['street_address']}]"
525,160632-8,R  VASCO DA GAMA 718  MONTESE FORTALEZA - CE CEP:60420440,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '718', 'short_name': '718', 'types': ['street_number']}, {'long_name': 'Rua Vasco da Gama', 'short_name': 'R. Vasco da Gama', 'types': ['route']}, {'long_name': 'Montese', 'short_name': 'Montese', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60420-440', 'short_name': '60420-440', 'types': ['postal_code']}], 'formatted_address': 'R. Vasco da Gama, 718 - Montese, Fortaleza - CE, 60420-440, Brazil', 'geometry': {'location': {'lat': -3.762420799999999, 'lng': -38.548478}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -3.761071819708497, 'lng': -38.54712901970849}, 'southwest': {'lat': -3.763769780291502, 'lng': -38.54982698029149}}}, 'place_id': 'ChIJ8xImDEpJxwcRavzg2yCFH-s', 'plus_code': {'compound_code': '6FQ2+2J Montese, Fortaleza - State of Ceará, Brazil', 'global_code': '69836FQ2+2J'}, 'types': ['street_address']}]"
526,66672-6,R  LIBERATO BARROSO 1005  CENTRO FORTALEZA - CE CEP:60030161,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '1005', 'short_name': '1005', 'types': ['street_number']}, {'long_name': 'Rua Liberato Barroso', 'short_name': 'R. Liberato Barroso', 'types': ['route']}, {'long_name': 'Centro', 'short_name': 'Centro', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60030-160', 'short_name': '60030-160', 'types': ['postal_code']}], 'formatted_address': 'R. Liberato Barroso, 1005 - Centro, Fortaleza - CE, 60030-160, Brazil', 'geometry': {'location': {'lat': -3.7260788, 'lng': -38.5361467}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': -3.724729819708497, 'lng': -38.53479771970849}, 'southwest': {'lat': -3.727427780291502, 'lng': -38.53749568029149}}}, 'place_id': 'EkVSLiBMaWJlcmF0byBCYXJyb3NvLCAxMDA1IC0gQ2VudHJvLCBGb3J0YWxlemEgLSBDRSwgNjAwMzAtMTYwLCBCcmF6aWwiGxIZChQKEgkRl5nbr0nHBxHeKSy7J1P4pxDtBw', 'types': ['street_address']}]"
527,66688-2,R  LIBERATO BARROSO 965  CENTRO FORTALEZA - CE CEP:60030161,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '965', 'short_name': '965', 'types': ['street_number']}, {'long_name': 'Rua Liberato Barroso', 'short_name': 'R. Liberato Barroso', 'types': ['route']}, {'long_name': 'Centro', 'short_name': 'Centro', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60030-160', 'short_name': '60030-160', 'types': ['postal_code']}], 'formatted_address': 'R. Liberato Barroso, 965 - Centro, Fortaleza - CE, 60030-160, Brazil', 'geometry': {'location': {'lat': -3.7261658, 'lng': -38.5358729}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': -3.724816819708498, 'lng': -38.5345239197085}, 'southwest': {'lat': -3.727514780291502, 'lng': -38.5372218802915}}}, 'place_id': 'EkRSLiBMaWJlcmF0byBCYXJyb3NvLCA5NjUgLSBDZW50cm8sIEZvcnRhbGV6YSAtIENFLCA2MDAzMC0xNjAsIEJyYXppbCIbEhkKFAoSCRGXmduvSccHEd4pLLsnU_inEMUH', 'types': ['street_address']}]"
528,66705-6,R  LIBERATO BARROSO 971  24 CENTRO FORTALEZA - CE CEP:60030161,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '971', 'short_name': '971', 'types': ['street_number']}, {'long_name': 'Rua Liberato Barroso', 'short_name': 'R. Liberato Barroso', 'types': ['route']}, {'long_name': 'Centro', 'short_name': 'Centro', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60030-160', 'short_name': '60030-160', 'types': ['postal_code']}], 'formatted_address': 'R. Liberato Barroso, 971 - Centro, Fortaleza - CE, 60030-160, Brazil', 'geometry': {'location': {'lat': -3.726152799999999, 'lng': -38.53591400000001}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': -3.724803819708498, 'lng': -38.53456501970851}, 'southwest': {'lat': -3.727501780291502, 'lng': -38.53726298029151}}}, 'place_id': 'EkRSLiBMaWJlcmF0byBCYXJyb3NvLCA5NzEgLSBDZW50cm8sIEZvcnRhbGV6YSAtIENFLCA2MDAzMC0xNjAsIEJyYXppbCIbEhkKFAoSCRGXmduvSccHEd4pLLsnU_inEMsH', 'types': ['street_address']}]"
529,95252-4,R  MARCILIO DIAS 1020  PIRAMBÚ FORTALEZA - CE CEP:60310750,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '1020', 'short_name': '1020', 'types': ['street_number']}, {'long_name': 'Rua Marcílio Dias', 'short_name': 'R. Marcílio Dias', 'types': ['route']}, {'long_name': 'Pirambu', 'short_name': 'Pirambu', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60310-750', 'short_name': '60310-750', 'types': ['postal_code']}], 'formatted_address': 'R. Marcílio Dias, 1020 - Pirambu, Fortaleza - CE, 60310-750, Brazil', 'geometry': {'location': {'lat': -3.7103609, 'lng': -38.5548098}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -3.709011919708498, 'lng': -38.5534608197085}, 'southwest': {'lat': -3.711709880291502, 'lng': -38.5561587802915}}}, 'place_id': 'ChIJETxdHu9JxwcRpGQR4RVOhvA', 'plus_code': {'compound_code': '7CQW+V3 Pirambu, Fortaleza - CE, Brazil', 'global_code': '69837CQW+V3'}, 'types': ['street_address']}]"
530,105410-4,R  FRANCISCO CALACA 313  CRISTO REDENTOR FORTALEZA - CE CEP:60337387,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '313', 'short_name': '313', 'types': ['street_number']}, {'long_name': 'Rua Francisco Calaça', 'short_name': 'R. Francisco Calaça', 'types': ['route']}, {'long_name': 'Cristo Redentor', 'short_name': 'Cristo Redentor', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60337-387', 'short_name': '60337-387', 'types': ['postal_code']}], 'formatted_address': 'R. Francisco Calaça, 313 - Cristo Redentor, Fortaleza - CE, 60337-387, Brazil', 'geometry': {'location': {'lat': -3.7048509, 'lng': -38.5693465}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': -3.703501919708498, 'lng': -38.56799751970851}, 'southwest': {'lat': -3.706199880291502, 'lng': -38.5706954802915}}}, 'place_id': 'Ek5SLiBGcmFuY2lzY28gQ2FsYcOnYSwgMzEzIC0gQ3Jpc3RvIFJlZGVudG9yLCBGb3J0YWxlemEgLSBDRSwgNjAzMzctMzg3LCBCcmF6aWwiGxIZChQKEgnDAb5zAkrHBxEWmKA8OaIvRBC5Ag', 'types': ['street_address']}]"
531,132931-6,R  1 DE MAIO (BONSUCESSO) 2612  GRANJA PORTUGAL FORTALEZA - CE CEP:60541312,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': 'Igreja Evangélica Assembléia de Deus em', 'short_name': 'Igreja Evangélica Assembléia de Deus em', 'types': ['establishment', 'point_of_interest']}, {'long_name': '2612', 'short_name': '2612', 'types': ['street_number']}, {'long_name': 'Rua Primeiro de Maio', 'short_name': 'Rua Primeiro de Maio', 'types': ['route']}, {'long_name': 'Granja Portugal', 'short_name': 'Granja Portugal', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60541-312', 'short_name': '60541-312', 'types': ['postal_code']}], 'formatted_address': 'Igreja Evangélica Assembléia de Deus em - Rua Primeiro de Maio, 2612 - Granja Portugal, Fortaleza - CE, 60541-312, Brazil', 'geometry': {'location': {'lat': -3.7782576, 'lng': -38.6047114}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -3.776908619708498, 'lng': -38.6033624197085}, 'southwest': {'lat': -3.779606580291502, 'lng': -38.6060603802915}}}, 'place_id': 'ChIJ400xRGdMxwcRWLpncQhh9ec', 'plus_code': {'compound_code': '69CW+M4 Granja Portugal, Fortaleza - State of Ceará, Brazil', 'global_code': '698369CW+M4'}, 'types': ['street_address']}]"
532,66682-3,R  LIBERATO BARROSO 1001  203 CENTRO FORTALEZA - CE CEP:60030161,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '1001', 'short_name': '1001', 'types': ['street_number']}, {'long_name': 'Rua Liberato Barroso', 'short_name': 'R. Liberato Barroso', 'types': ['route']}, {'long_name': 'Centro', 'short_name': 'Centro', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60030-160', 'short_name': '60030-160', 'types': ['postal_code']}], 'formatted_address': 'R. Liberato Barroso, 1001 - Centro, Fortaleza - CE, 60030-160, Brazil', 'geometry': {'location': {'lat': -3.726087499999999, 'lng': -38.5361194}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': -3.724738519708497, 'lng': -38.53477041970849}, 'southwest': {'lat': -3.727436480291502, 'lng': -38.53746838029149}}}, 'place_id': 'EkVSLiBMaWJlcmF0byBCYXJyb3NvLCAxMDAxIC0gQ2VudHJvLCBGb3J0YWxlemEgLSBDRSwgNjAwMzAtMTYwLCBCcmF6aWwiGxIZChQKEgkRl5nbr0nHBxHeKSy7J1P4pxDpBw', 'types': ['street_address']}]"
533,424335-8,R  DA CACHOEIRA 184  JARDIM DAS OLIVEIRAS FORTALEZA - CE CEP:60820080,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '184', 'short_name': '184', 'types': ['street_number']}, {'long_name': 'Rua da Cachoeira', 'short_name': 'Rua da Cachoeira', 'types': ['route']}, {'long_name': 'Jardim Das Oliveiras', 'short_name': 'Jardim Das Oliveiras', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60820-080', 'short_name': '60820-080', 'types': ['postal_code']}], 'formatted_address': 'Rua da Cachoeira, 184 - Jardim Das Oliveiras, Fortaleza - CE, 60820-080, Brazil', 'geometry': {'location': {'lat': -3.78529, 'lng': -38.5086357}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -3.783941019708498, 'lng': -38.5072867197085}, 'southwest': {'lat': -3.786638980291502, 'lng': -38.5099846802915}}}, 'place_id': 'ChIJ42EPChVPxwcRYCeZOhLl36s', 'plus_code': {'compound_code': '6F7R+VG Jardim Das Oliveiras, Fortaleza - CE, Brazil', 'global_code': '69836F7R+VG'}, 'types': ['street_address']}]"
534,55830-3,R FRE MANSUETO 1090  MEIRELES FORTALEZA - CE CEP:60175070,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '1090', 'short_name': '1090', 'types': ['street_number']}, {'long_name': 'Rua Frei Mansueto', 'short_name': 'Rua Frei Mansueto', 'types': ['route']}, {'long_name': 'Meireles', 'short_name': 'Meireles', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60175-070', 'short_name': '60175-070', 'types': ['postal_code']}], 'formatted_address': 'Rua Frei Mansueto, 1090 - Meireles, Fortaleza - CE, 60175-070, Brazil', 'geometry': {'bounds': {'northeast': {'lat': -3.7338426, 'lng': -38.48877239999999}, 'southwest': {'lat': -3.734029699999999, 'lng': -38.4888809}}, 'location': {'lat': -3.733936, 'lng': -38.4888318}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -3.732587169708498, 'lng': -38.4874776697085}, 'southwest': {'lat': -3.735285130291502, 'lng': -38.4901756302915}}}, 'partial_match': True, 'place_id': 'ChIJjzUX835IxwcRf8tXnqK_nSE', 'types': ['premise']}]"
535,66679-3,R  LIBERATO BARROSO 1001  106 CENTRO FORTALEZA - CE CEP:60030161,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '1001', 'short_name': '1001', 'types': ['street_number']}, {'long_name': 'Rua Liberato Barroso', 'short_name': 'R. Liberato Barroso', 'types': ['route']}, {'long_name': 'Centro', 'short_name': 'Centro', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60030-160', 'short_name': '60030-160', 'types': ['postal_code']}], 'formatted_address': 'R. Liberato Barroso, 1001 - Centro, Fortaleza - CE, 60030-160, Brazil', 'geometry': {'location': {'lat': -3.726087499999999, 'lng': -38.5361194}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': -3.724738519708497, 'lng': -38.53477041970849}, 'southwest': {'lat': -3.727436480291502, 'lng': -38.53746838029149}}}, 'place_id': 'EkVSLiBMaWJlcmF0byBCYXJyb3NvLCAxMDAxIC0gQ2VudHJvLCBGb3J0YWxlemEgLSBDRSwgNjAwMzAtMTYwLCBCcmF6aWwiGxIZChQKEgkRl5nbr0nHBxHeKSy7J1P4pxDpBw', 'types': ['street_address']}]"
536,66689-0,R  LIBERATO BARROSO 969  CENTRO FORTALEZA - CE CEP:60030161,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '969', 'short_name': '969', 'types': ['street_number']}, {'long_name': 'Rua Liberato Barroso', 'short_name': 'R. Liberato Barroso', 'types': ['route']}, {'long_name': 'Centro', 'short_name': 'Centro', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60030-160', 'short_name': '60030-160', 'types': ['postal_code']}], 'formatted_address': 'R. Liberato Barroso, 969 - Centro, Fortaleza - CE, 60030-160, Brazil', 'geometry': {'location': {'lat': -3.7261571, 'lng': -38.5359003}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': -3.724808119708498, 'lng': -38.53455131970851}, 'southwest': {'lat': -3.727506080291502, 'lng': -38.5372492802915}}}, 'place_id': 'EkRSLiBMaWJlcmF0byBCYXJyb3NvLCA5NjkgLSBDZW50cm8sIEZvcnRhbGV6YSAtIENFLCA2MDAzMC0xNjAsIEJyYXppbCIbEhkKFAoSCRGXmduvSccHEd4pLLsnU_inEMkH', 'types': ['street_address']}]"
537,66693-9,R  LIBERATO BARROSO 985  CENTRO FORTALEZA - CE CEP:60030161,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': '985', 'short_name': '985', 'types': ['street_number']}, {'long_name': 'Rua Liberato Barroso', 'short_name': 'R. Liberato Barroso', 'types': ['route']}, {'long_name': 'Centro', 'short_name': 'Centro', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60030-160', 'short_name': '60030-160', 'types': ['postal_code']}], 'formatted_address': 'R. Liberato Barroso, 985 - Centro, Fortaleza - CE, 60030-160, Brazil', 'geometry': {'location': {'lat': -3.7261223, 'lng': -38.5360098}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': -3.724773319708498, 'lng': -38.5346608197085}, 'southwest': {'lat': -3.727471280291502, 'lng': -38.5373587802915}}}, 'place_id': 'EkRSLiBMaWJlcmF0byBCYXJyb3NvLCA5ODUgLSBDZW50cm8sIEZvcnRhbGV6YSAtIENFLCA2MDAzMC0xNjAsIEJyYXppbCIbEhkKFAoSCRGXmduvSccHEd4pLLsnU_inENkH', 'types': ['street_address']}]"
538,354420-6,R  VIII (CIDADE OESTE) 1167  QUINTINO CUNHA FORTALEZA - CE CEP:60351780,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,Imunidade,Templos Religiosos,"[{'address_components': [{'long_name': 'Rua VIII', 'short_name': 'Rua VIII', 'types': ['route']}, {'long_name': 'Quintino Cunha', 'short_name': 'Quintino Cunha', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Fortaleza', 'short_name': 'Fortaleza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ceará', 'short_name': 'CE', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '60352-740', 'short_name': '60352-740', 'types': ['postal_code']}], 'formatted_address': 'R. VIII (Cj Omega II), 1167 - Rua VIII - Quintino Cunha, Fortaleza - CE, 60352-740, Brazil', 'geometry': {'location': {'lat': -3.728697899999999, 'lng': -38.6023923}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -3.727348919708497, 'lng': -38.6010433197085}, 'southwest': {'lat': -3.730046880291502, 'lng': -38.60374128029149}}}, 'partial_match': True, 'place_id': 'ChIJnQ7R8FJKxwcRfujTwbMf3oM', 'types': ['church', 'establishment', 'place_of_worship', 'point_of_interest']}]"
