,inscricao,contribuinte,end,categoria,lat_gMaps,lng_gMaps,bairro_gMaps,bairro_name,bairro_GID
485,45701-9,IGREJA EVANGELICA ASSEMB DE DEUS DE BELA VISTA,R GAL SAMPAIO 1582  CENTRO FORTALEZA - CE CEP:60020030,Evangélicas,-3.732491399999999,-38.53267719999999,Centro,Centro,10
486,636500-0,IGREJA EVANGELICA ASSEMB DE DEUS DE BELA VISTA,R  VICENTE NOBRE MACEDO 654  A MESSEJANA FORTALEZA - CE CEP:60841110,Evangélicas,-3.8281356,-38.4849512,Messejana,Messejana,65
487,362882-5,IGREJA EVANGELICA ASSEMB DE DEUS-MINIST INTERNACIONAL BETHEL,R  JATI 554  Q00C MONDUBIM FORTALEZA - CE CEP:60347460,Evangélicas,-3.8237468,-38.5668476,Mondubim,Mondubim,83
488,66683-1,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 1001  204 CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.726087,-38.5361192,Centro,Centro,10
489,430660-0,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  1 DE JANEIRO 983  PARANGABA FORTALEZA - CE CEP:60710435,Evangélicas,-3.784185,-38.5693998,Parangaba,Parangaba,105
490,153538-2,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  TOMAS RODRIGUES 522  ANTÔNIO BEZERRA FORTALEZA - CE CEP:60361000,Evangélicas,-3.7416087,-38.5939324,Antônio Bezerra,Antônio Bezerra,40
491,66710-2,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 1013  1013 CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.726091,-38.536211,Centro,Centro,10
492,282544-9,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  TRAJANO DE MORAIS 575  PASSARÉ FORTALEZA - CE CEP:60861710,Evangélicas,-3.8129155,-38.524055,Passaré,Passaré,88
493,294052-3,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R PDE RODOLFO 823  MANOEL SÁTIRO FORTALEZA - CE CEP:60764210,Evangélicas,-3.8037565,-38.5880061,Manuel Sátiro,Novo Mondubim,120
494,258719-0,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R TEN BOTELHO 20  MONDUBIM FORTALEZA - CE CEP:60761530,Evangélicas,-3.8148386,-38.5580328,Mondubim,Mondubim,83
495,66669-6,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 989  CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.7261131,-38.536037,Centro,Centro,10
496,66707-2,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 971  26 CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.7261523,-38.5359138,Centro,Centro,10
497,454747-0,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  JOSE MARTINS 2180  GRANJA LISBOA FORTALEZA - CE CEP:60540545,Evangélicas,-3.7857687,-38.6100449,Granja Lisboa,Granja Lisboa,78
498,66696-3,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 971  13 CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.7261523,-38.5359138,Centro,Centro,10
499,682249-5,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  JOAO AREAS 900  MANOEL SÁTIRO FORTALEZA - CE CEP:60713410,Evangélicas,-3.7978726,-38.5763829,Manuel Sátiro,Manoel Sátiro,81
500,423430-8,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  SAGRADA FAMILIA (AEROLANDIA) 62  AEROLÂNDIA FORTALEZA - CE CEP:60850260,Evangélicas,-3.7805105,-38.5130857,Aerolândia,Aerolândia,91
501,55831-1,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R FRE MANSUETO 1106  MEIRELES FORTALEZA - CE CEP:60175070,Evangélicas,-3.7340947,-38.4888318,Meireles,Meireles,24
502,151074-6,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R SAO PEDRO (DIAS MACEDO) 288  DIAS MACÊDO FORTALEZA - CE CEP:60860140,Evangélicas,-3.7846798,-38.5226493,Dias Macedo,Dias Macêdo,98
503,253475-4,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R DR JUSTA ARAUJO 162  SERRINHA FORTALEZA - CE CEP:60741025,Evangélicas,-3.7775401,-38.5508498,Serrinha,Serrinha,107
504,235142-0,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R PRO VIRGILIO MORAIS 465  AUTRAN NUNES FORTALEZA - CE CEP:60526720,Evangélicas,-3.7526131,-38.59672339999999,Autran Nunes,Autran Nunes,41
505,66674-2,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 1001  101 CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.726087,-38.5361192,Centro,Centro,10
506,66700-5,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 971  17 CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.7261523,-38.5359138,Centro,Centro,10
507,217521-5,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  VINTE E TRES DE JUNHO 1887  GRANJA LISBOA FORTALEZA - CE CEP:60540515,Evangélicas,-3.7818807,-38.608669,Granja Lisboa,Granja Lisboa,78
508,193569-0,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  1 DE MAIO (BONSUCESSO) 641  BONSUCESSO FORTALEZA - CE CEP:60541658,Evangélicas,-3.7830916,-38.5884589,Bonsucesso,Bonsucesso,73
509,297178-0,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,AV  BERNARDO MANUEL 13261  1 PREFEITO JOSÉ WALTER FORTALEZA - CE CEP:60760000,Evangélicas,-3.8338739,-38.5618584,Serrinha,Prefeito José Walter,89
510,629614-9,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  MOGNO 267  L12Q11 CAJAZEIRAS FORTALEZA - CE CEP:60864505,Evangélicas,-3.804527,-38.5105741,Cajazeiras,Cajazeiras,52
511,66677-7,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 1001  104 CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.726087,-38.5361192,Centro,Centro,10
512,66678-5,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 1001  105 CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.726087,-38.5361192,Centro,Centro,10
513,66687-4,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 961  CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.726174,-38.5358453,Centro,Centro,10
514,66686-6,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 957  CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.726182699999999,-38.535818,Centro,Centro,10
515,108932-3,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  MANUEL MOURA 678  BARRA DO CEARÁ FORTALEZA - CE CEP:60330780,Evangélicas,-3.7145416,-38.5872368,Barra do Ceará,Barra do Ceará,6
516,189285-1,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R PRO MIRAMAR DA PONTE 872  HENRIQUE JORGE FORTALEZA - CE CEP:60521065,Evangélicas,-3.762727,-38.5864498,João XXIII,Henrique Jorge,45
517,66699-8,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 971  16 CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.7261523,-38.5359138,Centro,Centro,10
518,189284-3,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R PRO MIRAMAR DA PONTE 872  2 HENRIQUE JORGE FORTALEZA - CE CEP:60521065,Evangélicas,-3.762727,-38.5864498,João XXIII,Henrique Jorge,45
519,158456-1,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R MAJ ADELINO 275  QUINTINO CUNHA FORTALEZA - CE CEP:60352520,Evangélicas,-3.7363889,-38.6008802,Quintino Cunha,Quintino Cunha,48
520,178620-2,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R CAP URUGUAI 629  ALTO DA BALANÇA FORTALEZA - CE CEP:60851100,Evangélicas,-3.7661612,-38.5121518,Alto da Balança,Alto da Balança,93
521,151071-1,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  JOAO FONSECA 205  DIAS MACÊDO FORTALEZA - CE CEP:60860410,Evangélicas,-3.7850885,-38.5227314,Dias Macedo,Dias Macêdo,98
522,66701-3,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 971  18 CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.7261523,-38.5359138,Centro,Centro,10
523,236203-1,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  ELESBAO VELOSO 183 PARTE IGREJA_EVANG¿¿LICA_ASS.DE_DEUS AUTRAN NUNES FORTALEZA - CE CEP:60526380,Evangélicas,-3.7519351,-38.5925198,Autran Nunes,Dom Lustosa,43
524,38728-2,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  CRUZ ABREU 204  SÃO JOÃO DO TAUAPE FORTALEZA - CE CEP:60130440,Evangélicas,-3.7581647,-38.514259,São João do Tauape,Tauape,35
525,27071-7,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R ALM RUFINO 625  A 1 VILA UNIÃO FORTALEZA - CE CEP:60420075,Evangélicas,-3.767519,-38.5354226,Vila União,Vila União,109
526,260261-0,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,AV  LEA POMPEU   SN-6 JARDIM DAS OLIVEIRAS FORTALEZA - CE CEP:60821490,Evangélicas,-3.785543,-38.4963054,Jardim Das Oliveiras,Jardim das Oliveiras,62
527,527710-8,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  12 (LOT. PARQUE SANTANA) 166  MONDUBIM FORTALEZA - CE CEP:60767720,Evangélicas,-3.8138843,-38.5808897,Mondubim,Mondubim,83
528,66676-9,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 1001  103 CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.726087,-38.5361192,Centro,Centro,10
529,90869-0,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,AV TEN LISBOA 2802  CARLITO PAMPLONA FORTALEZA - CE CEP:60310195,Evangélicas,-3.7188658,-38.5607361,Presidente Kennedy,Carlito Pamplona,9
530,178621-0,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R CAP URUGUAI 629  ALTO DA BALANÇA FORTALEZA - CE CEP:60851100,Evangélicas,-3.7661612,-38.5121518,Alto da Balança,Alto da Balança,93
531,119048-2,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,AV  WASHINGTON LUIZ 627  VILA VELHA FORTALEZA - CE CEP:60347110,Evangélicas,-3.716304,-38.594411,Vila Velha,Vila Velha,39
532,160632-8,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  VASCO DA GAMA 718  MONTESE FORTALEZA - CE CEP:60420440,Evangélicas,-3.762420799999999,-38.548478,Montese,Montese,103
533,66672-6,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 1005  CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.7260783,-38.5361466,Centro,Centro,10
534,66688-2,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 965  CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.7261653,-38.5358727,Centro,Centro,10
535,66705-6,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 971  24 CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.7261523,-38.5359138,Centro,Centro,10
536,95252-4,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  MARCILIO DIAS 1020  PIRAMBÚ FORTALEZA - CE CEP:60310750,Evangélicas,-3.7103609,-38.5548098,Pirambu,Pirambu,31
537,105410-4,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  FRANCISCO CALACA 313  CRISTO REDENTOR FORTALEZA - CE CEP:60337387,Evangélicas,-3.7048509,-38.5693465,Cristo Redentor,Cristo Redentor,12
538,132931-6,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  1 DE MAIO (BONSUCESSO) 2612  GRANJA PORTUGAL FORTALEZA - CE CEP:60541312,Evangélicas,-3.7782576,-38.6047114,Granja Portugal,Granja Portugal,79
539,66682-3,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 1001  203 CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.726087,-38.5361192,Centro,Centro,10
540,424335-8,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  DA CACHOEIRA 184  JARDIM DAS OLIVEIRAS FORTALEZA - CE CEP:60820080,Evangélicas,-3.7852924,-38.5086279,Jardim Das Oliveiras,Jardim das Oliveiras,62
541,55830-3,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R FRE MANSUETO 1090  MEIRELES FORTALEZA - CE CEP:60175070,Evangélicas,-3.733936,-38.4888318,Meireles,Meireles,24
542,66679-3,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 1001  106 CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.726087,-38.5361192,Centro,Centro,10
543,66689-0,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 969  CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.7261566,-38.5359001,Centro,Centro,10
544,66693-9,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 985  CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.7261218,-38.5360097,Centro,Centro,10
545,354420-6,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  VIII (CIDADE OESTE) 1167  QUINTINO CUNHA FORTALEZA - CE CEP:60351780,Evangélicas,-3.728697899999999,-38.6023923,Quintino Cunha,Quintino Cunha,48
546,66704-8,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 971  23 CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.7261523,-38.5359138,Centro,Centro,10
547,66680-7,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 1001  201 CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.726087,-38.5361192,Centro,Centro,10
548,66698-0,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 971  15 CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.7261523,-38.5359138,Centro,Centro,10
549,193568-2,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  1 DE MAIO (BONSUCESSO) 641  BONSUCESSO FORTALEZA - CE CEP:60541658,Evangélicas,-3.7830916,-38.5884589,Bonsucesso,Bonsucesso,73
550,343870-8,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,AV GAL OSORIO DE PAIVA 5431  BOM JARDIM FORTALEZA - CE CEP:60731335,Evangélicas,-3.8047964,-38.6016396,Parangaba,Canindezinho,74
551,592999-7,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  FROTA PESSOA 3  ANTÔNIO BEZERRA FORTALEZA - CE CEP:60352260,Evangélicas,-3.737297,-38.592395,Antônio Bezerra,Antônio Bezerra,40
553,8417-4,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R MAJ WEYNE 1603  RODOLFO TEÓFILO FORTALEZA - CE CEP:60430450,Evangélicas,-3.7452788,-38.548354,Jardim América,Rodolfo Teófilo,34
554,66685-8,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 1001  206 CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.726087,-38.5361192,Centro,Centro,10
555,222853-0,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  OSCAR FRANCA 697  BOM JARDIM FORTALEZA - CE CEP:60543366,Evangélicas,-3.792603699999999,-38.5980321,Bom Jardim,Bom Jardim,72
556,127012-5,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  MARIO CAMPOS 611  JARDIM GUANABARA FORTALEZA - CE CEP:60346215,Evangélicas,-3.7231714,-38.5875189,Jardim Iracema,Jardim Guanabara,20
557,66695-5,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 971  12 CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.7261523,-38.5359138,Centro,Centro,10
558,85841-2,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R DOM QUINTINO 161  JACARECANGA FORTALEZA - CE CEP:60310520,Evangélicas,-3.7134361,-38.547693,Jacarecanga,Jacarecanga,18
559,151073-8,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R SAO PEDRO (DIAS MACEDO) 296  DIAS MACÊDO FORTALEZA - CE CEP:60860140,Evangélicas,-3.7847461,-38.5227141,Dias Macedo,Dias Macêdo,98
560,128697-8,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  CARLOS GONDIM 191  JARDIM GUANABARA FORTALEZA - CE CEP:60346452,Evangélicas,-3.7210496,-38.5906622,Jardim Guanabara,Jardim Guanabara,20
561,66684-0,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 1001  205 CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.726087,-38.5361192,Centro,Centro,10
562,66670-0,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 993  CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.7261044,-38.5360644,Centro,Centro,10
563,66673-4,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 1009  1009 CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.7260696,-38.536174,Centro,Centro,10
564,206014-0,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  MELO OLIVEIRA 764  JÓQUEI CLUBE FORTALEZA - CE CEP:60520315,Evangélicas,-3.7722127,-38.5782489,Jóquei Clube,Jóquei Clube,101
565,382455-1,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  7 (CONJ. MIRASSOL)   L013 Q004 PARQUE DOIS IRMÃOS FORTALEZA - CE CEP:60743270,Evangélicas,-3.7948055,-38.5419446,Não identificado,Itaperi,100
566,252329-9,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  ANTONIO TEIXEIRA LEITE (ITAPERI) 832  SERRINHA FORTALEZA - CE CEP:60742820,Evangélicas,-3.7882178,-38.5386232,Serrinha,Serrinha,107
567,127825-8,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  RIO SOLIMOES 438  FLORESTA FORTALEZA - CE CEP:60340210,Evangélicas,-3.7223194,-38.579807,Floresta,Floresta,17
568,584164-0,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  ELISIARIO MENDES 50  Q-21 PARQUE IRACEMA FORTALEZA - CE CEP:60824180,Evangélicas,-3.810185799999999,-38.4970171,Messejana,Parque Iracema,66
569,260262-8,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,AV  LEA POMPEU   SN-6 JARDIM DAS OLIVEIRAS FORTALEZA - CE CEP:60821490,Evangélicas,-3.785543,-38.4963054,Jardim Das Oliveiras,Jardim das Oliveiras,62
570,28328-2,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,AV  DOS EXPEDICIONARIOS 4703  PARREÃO FORTALEZA - CE CEP:60410305,Evangélicas,-3.7598071,-38.5394578,Fátima,Parreão,30
571,66697-1,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 971  14 CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.7261523,-38.5359138,Centro,Centro,10
572,80542-4,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R NAT FEIJO 388  CARLITO PAMPLONA FORTALEZA - CE CEP:60326220,Evangélicas,-3.72192,-38.55465,Monte Castelo,Monte Castelo,25
573,94482-3,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R DOM QUINTINO 650  PIRAMBÚ FORTALEZA - CE CEP:60310520,Evangélicas,-3.7107542,-38.5551162,Pirambu,Pirambu,31
574,132930-8,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  1 DE MAIO (BONSUCESSO) 2612  GRANJA PORTUGAL FORTALEZA - CE CEP:60541312,Evangélicas,-3.7782576,-38.6047114,Granja Portugal,Granja Portugal,79
575,199162-0,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  PARANA 715  DEMÓCRITO ROCHA FORTALEZA - CE CEP:60440104,Evangélicas,-3.7584416,-38.5688573,Demócrito Rocha,Demócrito Rocha,97
576,66690-4,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 973  CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.7261479,-38.5359275,Centro,Centro,10
577,473776-8,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  ALBERTO FERREIRA 689  JARDIM IRACEMA FORTALEZA - CE CEP:60341140,Evangélicas,-3.7233375,-38.583108,Jardim Iracema,Jardim Iracema,21
578,242015-5,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R COM GARCIA 730  A VILA PERY FORTALEZA - CE CEP:60730155,Evangélicas,-3.791128,-38.581273,Vila Peri,Vila Peri,108
579,66675-0,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 1001  102 CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.726087,-38.5361192,Centro,Centro,10
580,252330-2,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  ANTONIO TEIXEIRA LEITE (ITAPERI) 832  SERRINHA FORTALEZA - CE CEP:60742820,Evangélicas,-3.7882178,-38.5386232,Serrinha,Serrinha,107
581,66671-8,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 997  CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.7260957,-38.5360918,Centro,Centro,10
582,116966-1,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  ROSINHA SAMPAIO 2183  VILA VELHA FORTALEZA - CE CEP:60345662,Evangélicas,-3.72422,-38.5979377,Jardim Guanabara,Vila Velha,39
583,157992-4,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  CARLOS ARAUJO 230  QUINTINO CUNHA FORTALEZA - CE CEP:60351010,Evangélicas,-3.7291203,-38.58989400000001,Quintino Cunha,Olavo Oliveira,119
584,91703-6,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  COELHO DA FONSECA 467  ÁLVARO WEYNE FORTALEZA - CE CEP:60335050,Evangélicas,-3.7119097,-38.5615667,Cristo Redentor,Álvaro Weyne,3
585,119049-0,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,AV  WASHINGTON LUIZ 623  VILA VELHA FORTALEZA - CE CEP:60347110,Evangélicas,-3.7163696,-38.5943629,Jardim Guanabara,Vila Velha,39
586,66691-2,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 977  CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.7261392,-38.5359549,Centro,Centro,10
587,107816-0,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  FRANCISCO CALACA 1523  ÁLVARO WEYNE FORTALEZA - CE CEP:60336045,Evangélicas,-3.7150885,-38.5731226,Cristo Redentor,Álvaro Weyne,3
588,191567-3,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LUCIANO QUEIROS 141  HENRIQUE JORGE FORTALEZA - CE CEP:60510176,Evangélicas,-3.7592292,-38.5790341,Henrique Jorge,Henrique Jorge,45
589,262385-4,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R DR FRANCISCO GADELHA (SDO) 564  ENGENHEIRO LUCIANO CAVALCANTE FORTALEZA - CE CEP:60811120,Evangélicas,-3.7759426,-38.4874842,Luciano Cavalcante,Engenheiro Luciano Cavalcante,58
590,66703-0,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 971  22 CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.7261523,-38.5359138,Centro,Centro,10
591,116965-3,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  ROSINHA SAMPAIO 2193  VILA VELHA FORTALEZA - CE CEP:60345662,Evangélicas,-3.724131,-38.5979311,Jardim Guanabara,Vila Velha,39
592,258718-1,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R TEN BOTELHO 20  MONDUBIM FORTALEZA - CE CEP:60761530,Evangélicas,-3.8148386,-38.5580328,Mondubim,Mondubim,83
593,257361-0,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  FRANCISCO GLICERIO 395  JARDIM CEARENSE FORTALEZA - CE CEP:60711055,Evangélicas,-3.7975882,-38.565207,Maraponga,Jardim Cearense,80
594,278460-2,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  TIBURCIO PEREIRA 614  CAJAZEIRAS FORTALEZA - CE CEP:60864260,Evangélicas,-3.7991802,-38.5090911,Cajazeiras,Cajazeiras,52
595,382456-0,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  7 (CONJ. MIRASSOL)   PARQUE DOIS IRMÃOS FORTALEZA - CE CEP:60743270,Evangélicas,-3.7948055,-38.5419446,Não identificado,Itaperi,100
596,66681-5,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 1001  202 CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.726087,-38.5361192,Centro,Centro,10
597,66708-0,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 971  27 CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.7261523,-38.5359138,Centro,Centro,10
598,199163-9,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  PARANA 715  DEMÓCRITO ROCHA FORTALEZA - CE CEP:60440104,Evangélicas,-3.7584416,-38.5688573,Demócrito Rocha,Demócrito Rocha,97
599,230522-4,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R BAR DE SOBRAL 609  MONTESE FORTALEZA - CE CEP:60420775,Evangélicas,-3.766928,-38.5545021,Montese,Montese,103
600,457982-8,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  NESTOR BARBOSA 723  AMADEU FURTADO FORTALEZA - CE CEP:60455610,Evangélicas,-3.7454441,-38.5617619,Parquelândia,Amadeu Furtado,4
601,66692-0,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 981  CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.7261305,-38.5359823,Centro,Centro,10
602,66702-1,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R  LIBERATO BARROSO 971  21 CENTRO FORTALEZA - CE CEP:60030161,Evangélicas,-3.7261523,-38.5359138,Centro,Centro,10
603,189286-0,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R PRO MIRAMAR DA PONTE 872  HENRIQUE JORGE FORTALEZA - CE CEP:60521065,Evangélicas,-3.762727,-38.5864498,João XXIII,Henrique Jorge,45
604,27072-5,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,R ALM RUFINO 625  VILA UNIÃO FORTALEZA - CE CEP:60420075,Evangélicas,-3.767519,-38.5354226,Vila União,Vila União,109
